,Unnamed: 0,id,topic,from,to,contents,date,type
1261,1261,152,Coal Gasification,DR  BHARATIBEN DHIRUBHAI SHIYAL & DR  ARVIND KUMAR SHARMA,COAL,"(a) whether the Government proposes to achieve
coal gasification and liquefaction target of 100MT by
2030; (b) if so, the progress made so far in this regard; (c) whether this will include underground coal gasification technology as well; (d) if so, the details thereof; and (e) if not, the reasons therefor?",2021-12-08,STARRED
1262,1262,153,New Railway lines in Uttar Pradesh,SHRI SATYADEV PACHAURI,RAILWAYS,"(a) the details of new railway line projects for Uttar
Pradesh in the last budget in respect of which the work
has not been completed; (b) the status of the said railway lines; and (c) the time by which the work on the said railway lines is likely to be completed?",2021-12-08,STARRED
1263,1263,154,Rail Kaushal Vikas Yojana,SHRIMATI JASKAUR MEENA,RAILWAYS,"(a) the salient features of Rail Kaushal Vikas Yojana
(RKVY) and the details of the estimated amount under
this scheme; (b) the details of the target set under this scheme
and the number of States which are proposed to be
included in this scheme; and (c) the time by which it is likely to be started?",2021-12-08,STARRED
1264,1264,155,Compensation to Farmers,SHRI A K P  CHINRAJ,RAILWAYS,"(a) the reasons why the judgement in LAOP No 102/
2012 of Principal Sub-Ordinate Judge, Karur, Tamil Nadu
has not been implemented by the Railways;  
 . (b) whether many farmers who gave land for
expansion of Salem to Karur Railway line are yet to
receive compensation and if so, the details thereof; (c) whether it is true that there was order in Execution
petition 149/2016 by Principal Sub-Ordinate Judge, Karur,
Tamil Nadu to seize the materials of Karur Junction and
if so, the details thereof; and (d) whether representations have been received from
some public representatives in this regard and if so, the
details thereof?",2021-12-08,STARRED
1265,1265,156,Revenue from Railway Stations,SHRI DHARMENDRA KASHYAP,RAILWAYS,"(a) the annual revenue generated by the railway
stations in Uttar Pradesh during 2016-17, 2017-18, 2018-
19 and 2019-20, particularly Bareilly Junction; (b) the number of trains that stop at Bareilly Junction station; and (c) whether the Government is planning to privatize the Bareilly Junction station?",2021-12-08,STARRED
1266,1266,157,PMGKAY,SHRI ACHYUTANANDA SAMANTA,CONSUMER AFFAIRS,"(a) whether, considering that the effect of COVID-19
has not subsided completely, the Government plans to
extend the allocation of rice to Odisha at least for the
next 8 months under Pradhan Mantri Garib Kalyan Anna
Yojana (PMGKAY), if so, the details thereof and if not,
the reasons therefor; (b) whether the Government aims to provide free
pulses that were discontinued after the first phase of the
scheme and if not, the reasons therefor; and (c) whether migrant workers who did not possess
ration cards in their destination States were extended the
benefit under PMGKAY and if not, the reasons therefor?",2021-12-08,STARRED
1267,1267,158,Construction of RUB/ROB in Misrikh,SHRI ASHOK KUMAR RAWAT,RAILWAYS,"(a) the details of the railway crossings between
Mandhana and Makanpur and railway stations along the
National Highway under Misrikh Parliamentary
Constituency of Uttar Pradesh; 40 (b) whether the Government has taken or proposes
to take any steps or conducted a survey to construct an
underpass at the railway crossing between Mandhana
and Makanpur and Over Bridge at crossings of railway
stations along the National Highway under Misrikh
Parliamentary Constituency of Uttar Pradesh; (c) if so, the details thereof; (d) whether the Government has received requests
from the public representatives in October, 2021 in this
regard; and (e) if so, the details thereof and the progress made so far in this regard?",2021-12-08,STARRED
1268,1268,159,Job Creation in Textile Sector,MS  RAMYA HARIDAS,TEXTILES,"(a) whether textile sector is a driving force behind ‘Skill India’ and ‘Make in India‘ initiatives; and NEW DELHI;
December 2, 2021
Agrahayana 11, 1943 (Saka) (b) if so, the steps taken/proposed to be taken by
the Government to harness textile sector with regard to
creation of direct jobs, particularly in rural India?",2021-12-08,STARRED
1269,1269,160,One Nation One Portal,SHRI P P  CHAUDHARY & DR  KRISHNA PAL SINGH YADAV,PRIME MINISTER,"(a) whether the Government is planning to launch
One Nation One Portal for addressing public grievances; (b) if so, the details and the timeline for the same; (c) whether the portal would include good governance index scale; (d) whether it is proposed to be launched in a phased manner; (e) if so, the details thereof; and (f) the details regarding the number of public
grievances received in the States of Rajasthan,
Madhya Pradesh and Odisha over the past ten years? UTPAL KUMAR SINGH
Secretary General",2021-12-08,STARRED
1270,1270,1611,Implemention of Dual Time Zone Policy,SHRI PRADYUT BORDOLOI,SCIENCE AND TECHNOLOGY,"(a) whether the Government intends to implement a
dual time zone policy in consideration of the time gap
between Western and Eastern States of the country and
if so, the details thereof; (b) whether the Government has conducted any
assessment of loss of human productivity and excess
electricity consumption in the North East Region on
account of following a single time zone and if so, details
thereof; (c) whether strategic reasons serve as a sufficient
argument against dual time zones if most large countries
serve as precedent for the feasibility of multiple time
zones; (d) the details of examples or case-studies of other
countries where having more than one time zone has
compromised strategic interests; (e) the details of the recommendations made by the
High Level Committee (HLC) in the matter of dual time
zones; and (f) whether it is the final appellate body in this matter if so, the details thereof?",2021-12-08,UNSTARRED
1271,1271,1612,ROB in Kesinga,SHRI BASANTA KUMAR PANDA,RAILWAYS,"(a) whether the Government proposes to approve
the Detailed Project Report (DPR) of Railway Over Bridge
in Kesinga of my Parliamentary Constituency, which was
sanctioned in the year, 2016 but the work could not be
started due to delay in land acquisition by the State
Government; (b) if so, the time by when the work is likely to be started; and (c) if not, the reasons therefor?  
 .",2021-12-08,UNSTARRED
1272,1272,1613,Jaisalmer-Kandla Rail Project,SHRI HANUMAN BENIWAL,RAILWAYS,"(a) the current status of Jaisalmer-Kandla rail project; (b) whether the Government of Rajasthan has given
its consent in principle to provide land for the said
project; and (c) if so, the details thereof and the follow up action taken by the Government in this regard?",2021-12-08,UNSTARRED
1273,1273,1614,Food Security System,DR  MOHAMMAD JAWED & SHRI BALUBHAU ALIAS SURESH & MS  S  JOTHIMANI & SHRI BENNY BEHANAN & DR  A  CHALLAKUMAR & SHRI K  NAVASKANI & SHRI K  MURALEEDHARAN & SHRI THIRUNAVUKKARASAR SU & SHRI VIJAYAKUMAR (ALIAS) VIJAY & SHRI KUMBAKUDI SUDHAKARAN,CONSUMER AFFAIRS,"(a) whether the Government intends to improve the food security system; (b) if so, the details thereof and if not, the reasons therefor; (c) the details of the food distribution system,
including quantity of food distributed, the number of
beneficiaries reached and the percentage of population
left out of the distribution, year-wise from 2014 till date;
and (d) the year-wise budgetary data for food security and distribution from 2014 till date? 306",2021-12-08,UNSTARRED
1274,1274,1615,Gati Shakti Yojana,SHRI KULDEEP RAI SHARMA & SHRI KRIPANATH MALLAH & SHRI RATTAN LAL KATARIA & SHRI MATI SUPRIYA SULE & DR  AMOL RAMSING KOLHE & DR  SUBHASH RAMRAO BHAMRE & DR  DNV SENTHILKUMAR  S,COMMERCE AND INDUSTRY,"(a) whether the Government has launched the Gati
Shakti Yojana for Multi Modal Connectivity and
improvement of infrastructure in various economic zones
to increase the working capacity of industries and local
manufacturers; achieve India’s (b) if so, the details, aims and objectives thereof
along with the details of challenges faced and the steps
taken by the Government to achieve the objective of the
scheme 
five million
and 
economy goal; (c) whether the Government has fixed any target to
increase the cargo capacity at ports under the scheme
and if so, the details thereof; and (d) whether the Government has planned to launch
the Gati Shakti Yojana across the country and if so, the
number and details of States likely to be covered under
the scheme, particularly Assam?",2021-12-08,UNSTARRED
1275,1275,1616,Export Clearance Process,SHRI SANJAY KAKA PATIL,COMMERCE AND INDUSTRY,"(a) whether the Government has made a new policy
to improve export clearance process for agricultural
products and if so, the details thereof; (b) whether the Government has held talks with
other countries to ‘No Border Seal’ for agricultural
products which are perishable like grapes, other fruits
and vegetables; (c) if so, whether the Government has taken away
the to prepare an agreement for decision 
same; and (d) if so, the details thereof?",2021-12-08,UNSTARRED
1276,1276,1617,Mission Purvodaya,SHRI NABA KUMAR SARANIA,STEEL,"(a) the details of the Mission Purvodaya and the
manner in which it is likely to be more effective for the
development of the North-Eastern Region?  
 .",2021-12-08,UNSTARRED
1277,1277,1618,CSIR NET/JRF Exam,SHRI RAJMOHAN UNNITHAN,SCIENCE AND TECHNOLOGY,"(a) whether CSIR (Council for Scientific and
Industrial Research) conducts NET/JRF exam twice a
year and if so, the details thereof; (b) whether due to COVID sitution in 2020, only one exam has been conducted in November; (c) if so, the details thereof; (d) whether CSIR has plans to call off the exam in
the
the and if so, details and 2021 
reasons thereof; (e) whether the students who have their last attempt
at JRF exam (due to the age limit) will be affected by
non-conduction of the exam in 2021 and if so, the details
thereof; and (f) the necessary steps taken by the Government to conduct the exam?",2021-12-08,UNSTARRED
1278,1278,1619,Damage due to Cyclones,DR  JAYANTA KUMAR ROY,EARTH SCIENCES,"(a) whether the Ministry is aware that West Bengal
is most vulnerable to climate risk and the Bay of Bengal
region was struck by innumerable severe cyclonic storms,
due to which people living in the State faced immense
hardship and if so, the details thereof; (b) whether West Bengal coast witnessed landfalls
of two extremely severe cyclones ‘Bulbul’ and ‘Amphan’
causing severe damage and if so, the details thereof; (c) whether any steps have been taken by the
Government to find a lasting solution for the people
living in vulnerable areas; and (d) if so, the details thereof?",2021-12-08,UNSTARRED
1279,1279,1620,Rain Forecast,SHRI KOMATI REDDY VENKAT REDDY,EARTH SCIENCES,"(a) whether the Indian Meteorological Department
(IMD) can further improve its models to forecast
shortfall as well as excess rains to help farmers and
others; and (b) if so, the details thereof and the progress made
so far in this direction and if not, the reasons therefor?",2021-12-08,UNSTARRED
1280,1280,1621,Atal Tinkering Labs,SHRI VISHNU DATT SHARMA & SHRI HEMANT TUKARAM GODSE & ,PLANNING,"(a) whether Atal Tinkering Labs (ATLs) were opened across the country and if so, the details thereof; (b) whether Atal tinkering labs initiative has been
successful in achieving its aims and mandate in terms of
number of labs set up, number of students engaged in
STEM subjects and results produced; (c) if so, the details thereof and if not, the reasons therefor; (d) whether it has been observed at many places
that the maintenance of these labs is not being done
after its opening and if so, the details thereof along with
the number of Atal Tinkering Labs opened and functional,
State-wise; and (e) whether apart from having transparency in
awarding tender in the institutions for opening tinkering
labs, there is a provision of five years maintenance by
the tenderer and if so, the details of audit and its
maintenance by Government and if not, the reasons
therefor?",2021-12-08,UNSTARRED
1281,1281,1622,Budgetary Allocation under BharatNet,SHRI JUGAL KISHORE SHARMA & SHRI RAMESH CHANDER KAUSHIK & SHRI DILIP SAIKIA,COMMUNICATIONS,"(a) the State-wise/Union Territories-wise details of
budgetary allocation and its use under BharatNet Project
at present; (b) whether all the Gram Panchayats of the country
have been connected with high speed optical fiber cable
network and optical mix of media (means optical fiber
cable/radio/satellite) under the BharatNet Project; (c) if so, the details thereof; and (d) if not, the number of Gram Panchayats of Jammu region; (e) whether constituencies of Sonepat and
Mangaldoi are currently enjoying this connectivity; and (f) if so, the details thereof?",2021-12-08,UNSTARRED
1282,1282,1623,Procurement at MSP,SHRI DEEPAK BAIJ,CONSUMER AFFAIRS,"(a) whether Central agencies discriminate against
the States in the procurement of crops at MSP rates and
if so, the complaints made by the States from time to
time;
 
 . (b) the crop-wise procurement of farmers’ crops in metric tonnes, being made at present at MSP rates; (c) the details of procurement of farmers’ crops at the fixed MSP during the last five years; and (d) whether the Government proposed to make it
mandatory to procure as much quantity of crops as the
farmers’ desires to sell?",2021-12-08,UNSTARRED
1283,1283,1624,Network Hanging Problem,SHRI SUNIL KUMAR MONDAL,COMMUNICATIONS,"(a) whether the Government has taken any initiative
to improve network hanging problem, mobile hanging
problem specially in phones like apple and others; (b) if so, the details thereof along with future
initiatives taken or being taken in this regard and if not,
the reasons therefor; and (c) the details of the complaints reported under network issues including hanging?",2021-12-08,UNSTARRED
1284,1284,1625,FRP for Sugarcane,SHRI THIRUNAVUKKARASAR SU,CONSUMER AFFAIRS,"(a) whether the Government has approved fair and
remunerative price (FRP) to sugarcane farmers for the
sugar season 2021-22; (b) if so, the details thereof; and (c) the extent to which this proposal would benefit
the sugarcane farmers as well as the workers employed
in the sugar mills and related ancillary activities?",2021-12-08,UNSTARRED
1285,1285,1626,Technology Development Centre,SHRI RAJAN VICHARE,SCIENCE AND TECHNOLOGY,"(a) whether the Government has any plans to set up
a Technology Development Centre in Maharashtra due
to its huge reservoir of gifted science students; and (b) if so, the details thereof and if not, the reasons therefor?",2021-12-08,UNSTARRED
1286,1286,1627,National Food Security Act,SHRI NIHAL CHAND,CONSUMER AFFAIRS,"(a) the total number of beneficiaries covered in the
entire nation under National Food Security Act (NFSA); (b) the State/Union Territory-wise details thereof; (c) whether target of any kind was fixed under
national Food Security Act by the Central Government; (d) if so, the present status thereof; (e) if not, whether the Government proposes to set any target for future; (f) the amount allocated under National Food Security
Act (NFSA) in the country during the last two years;
and (g) the State/Union Territory-wise details thereof?",2021-12-08,UNSTARRED
1287,1287,1628,Autokast Limited,ADV  A M  ARIFF,STEEL,"(a) whether the Government is aware that Autokast
Limited under Government of Kerala is involved in
production of grey iron, ductile iron and steel castings
used in heavy industrial units and if so, whether the
Government will explore the possibility of central public
sector units like BEML, BHEL, Cochin Shipyard, etc. to
purchase such castings from the Autokast limited and if
so, the details thereof; and (b) whether the Government will consider
streamlining of the process of supply of raw metals for
Steel and Industrial Forgings under the Government of
Kerala from Steel Authority of India on a priority basis
and if so, the details thereof?",2021-12-08,UNSTARRED
1288,1288,1629,Poor Quality food Grains under PDS,SHRI ANUMULA REVANTH REDDY,CONSUMER AFFAIRS,"(a) whether the Government has taken cognizance
of poor quality of food grains being sold through Public
Distribution System (PDS) and if so, the details thereof; (b) whether the Government proposes to transfer
the subsidy directly in the accounts of the beneficiaries
provided under PDS; (c) if so, the details thereof and if not, the reasons therefor; (d) whether any directions have been issued to the States in this regard; and (e) if so, the details thereof?",2021-12-08,UNSTARRED
1289,1289,1630,FDI,SHRI MANOJ KOTAK & SHRI MATI RAKSHA NIKHIL KHADSE & ,COMMERCE AND INDUSTRY,"(a) whether it is a fact that Government is considering
foreign investment as one of the most important drivers
of economic growth; (b) if so, the details of the FDI and portfolio investments in the last five year; (c) whether the Government plans to attract foreign investment and if so, the details thereof; and (d) whether the Government plans for effective
management for ease of doing business and investment
in India?",2021-12-08,UNSTARRED
1290,1290,1631,Electronic Products,SHRI MALOOK NAGAR,ELECTRONICS  AND INFORMATION TECHNOLOGY,"(a) the State-wise details of the effective steps taken
by the Government to reduce dependency of country on
Chinese electronic products; (b) if so, the statewise details thereof; and (c) the details of the policies of the Government to
provide electronic products at same price after boycotting
Chinese electronic goods in the country?",2021-12-08,UNSTARRED
1291,1291,1632,Allocation of Funds,SHRI ARUN KUMAR SAGAR & SHRI ASHOK KUMAR RAWAT,MINES,"(a) whether funds have been allocated under the
schemes related to the infrastructure of mines over the
last three years; and (b) if so, year-wise/mine-wise details thereof including their utilisation?",2021-12-08,UNSTARRED
1292,1292,1633,Fake Handloom Products,SHRI RAJESHBHAI CHUDASAMA,TEXTILES,"(a) whether fake products of handloom items are
largely manufactured in the mills and powerloom sector
at the cost of handloom market; and (b) if so, the steps taken by Government to stop this
infiltration and protect the interest of the handloom
sector? 309",2021-12-08,UNSTARRED
1293,1293,1634,Extension of Tenure,,SHRI GURJEET SINGH AUJLA,"(a) whether it is a fact that Government has decided
to extend the tenures of CBI and Enforcement Directorate
Chiefs and if so, the details thereof; (b) whether it is also a fact that such proposal have
been brought in to undermine the observations of the
Supreme Court; and (c) if so, the precise reasons for bringing such
proposal that the Directors of CBI and ED tenures are
extended upto five years?",2021-12-08,UNSTARRED
1294,1294,1635,Lack of Proper Lighting,SHRI SANJAY SADASHIVRAO & SHRI RAVI KISHAN & SHRI RAVINDRA KUSHWAHA & SHRI PRATAPRAO JADHAV & SHRI SUBRAT PATHAK & SHRI BIDYUT BARAN MAHATO & SHRI SUDHEER GUPTA & SHRI SHRIRANG APPA BARNE & SHRI HIBI EDEN,RAILWAYS,"(a) whether the Railways has recently announced
many passenger amenities and facilities in railways and
railway stations in the country; (b) if so, the details thereof; (c) whether the Government is aware that passengers
face difficulties in identifying the station in darkness
due to lack of proper lighting at railway stations located
in rural areas; (d) if so, whether passengers also face difficulties
due to the absence of an announcement system in the
trains about the next station; (e) whether the Government proposes to make
arrangements for the advance announcement of name of
the next station as well as written information in each
coach through screening board on the lines of metro
trains to address the said problem; (f) if so, the time by which it is likely to be done; and (g) the steps taken/being taken by the Government
to convert railway stations in the country to the standards
of airport?",2021-12-08,UNSTARRED
1295,1295,1636,Ministerial Conference,SHRI RAJIV PRATAP RUDY,COMMERCE AND INDUSTRY,"(a) the details of the issues that are on priority for
the Government and the developing countries at the
upcoming 12th Ministerial Conference (MC12); (b) whether the Government hopes for a permanent resolution to the issue of public stockholding; (c) if not, the details of the further course of action
with the difference between per farmer amber box support
between the developed and developing world including
India; and (d) the details of the response at the WTO to the
Government’s proposal of allowing a 25 year horizon for
continuing subsidies on fisheries and the further course
of action in case of non-acceptance?",2021-12-08,UNSTARRED
1296,1296,1637,National Broadband Mission,SHRI PRADEEP KUMAR SINGH & SHRI SUNIL KUMAR SINGH & SHRI RANJEETSINGH HINDURAO NAIK & SHRI SUDHAKAR TUKARAM & SHRI SHIVAKUMAR C  UDASI & SHRI LALLU SINGH & SHRI SUMEDHANAND SARASWATI,COMMUNICATIONS,"(a) the number of mobile towers installation target
across the country vis-a-vis mobile towers actually
installed under National Broadband Mission; (b) the reasons for very slow progress in installation of mobile towers especially in cities and towns; (c) the time by which the broadband access is likely
to be provided to all the villages across the
country, particularly 
the States of Bihar,
in 
Maharashtra, Karnataka, Uttar Pradesh, Rajasthan and
Jharkhand?",2021-12-08,UNSTARRED
1297,1297,1638,India Enterprise Architecture,SHRI RITESH PANDEY,ELECTRONICS  AND INFORMATION TECHNOLOGY,"(a) the details of status of implementation of India
Enterprise Architecture and various State Enterprise
Architecture systems; (b) the details of the accountability measures
employed to ensure these digital systems adopt laws of
the land; and (c) whether the Ministry is working with Estonia
and its agencies to build e-government systems and if
so, the details thereof? 310",2021-12-08,UNSTARRED
1298,1298,1639,Beggar Free Country,SHRI RAMCHARAN BOHRA,PLANNING,"(a) whether the Government has any plan to make
this country ‘beggar free’, in collaboration with the State
Governments; (b) if so, the details thereof along with the targets fixed in this regard; (c) the action taken against the persons found
guilty for child beggary at railway stations and other
public places; and (d) the steps taken by the Government to educate
beggars and to provide employment opportunities to them?",2021-12-08,UNSTARRED
1299,1299,1640,Consumption of Steel,SHRI RAHUL RAMESH SHEWALE & SHRI CHANDRA SEKHAR SAHU & SHRI GIRISH BHALCHANDRA BAPAT & DR  PRITAM GOPINATHRAO MUNDE,STEEL,"(a) the details of per capita consumption of steel in
rural as well as in urban India as compared to national
average during each of the last three years; (b) whether the Central Government proposes any
action plan to increase the consumption of steel in rural
parts of the country and bring some policies in this
regard; and (c) whether the Government proposes any action
plan to move towards Green Steel or low carbon steel
manufacturing and make India as a Manufacturing Hub
and if so, the details of the steps taken by the Government
in this direction?",2021-12-08,UNSTARRED
1300,1300,1641,Closure of Railway Schools,SHRI VIJAYAKUMAR (ALIAS) VIJAY VASANTH & SHRI RAVNEET SINGH BITTU & SHRI SRIDHAR KOTAGIRI & SHRI THIRUNAVUKKARASAR SU,RAILWAYS,"(a) whether the Railways has any proposal to close
down many railway schools from the coming academic
year; (b) if so, the details thereof along with the reasons therefor; (c) whether the Railways has taken any measures to
ensure that the students studying in these schools are
not inconvenienced and there is no break in their studies;
 
 . (d) if so, the details thereof and if not, the reasons therefor; and (e) the steps being taken for rehabilitation of the
teachers and other administrative staff working in these
schools?",2021-12-08,UNSTARRED
1301,1301,1642,Disabled Accessible Stations,SHRIMATI APARAJITA SARANGI,RAILWAYS,"(a) whether the Railways has conducted a study to
identify types of disabilities to provide monetary and
infrastructural benefits and; if so, the categories identified
thereof; (b) the statistics on fund allocation for development
of disabled-friendly stations and improvement of existing
ones, State-wise; (c) the year-wise statistics, 1950 to present, on the number of disabled passengers State-wise; (d) whether disability access at railway stations has
increased, if so, the details thereof and the reasons
therefor; and (e) whether there has been a phase-wise and
cumulative target set for complete disabled accessible
railway stations in the country and if so, the details
thereof?",2021-12-08,UNSTARRED
1302,1302,1643,Sale of Assests of MTNL & BSNL,SHRI SUBBARAYAN K,COMMUNICATIONS,"(a) whether it is a fact that the MTNL and BSNL
have invited bids for sale of assets worth Rs.310 crore
and Rs.660 crore respectively as part of the Government‘s
proposal for monetization of assets of both the public
sector firms worth Rs. 37,500 crore by the year 2022; and (b) if so, the details thereof and for which the purpose this money is proposed to be utilized?",2021-12-08,UNSTARRED
1303,1303,1644,Hospitals run by CIL,SHRI MAHESH SAHOO,COAL,"(a) the number of hospitals being run by Coal India Ltd (CIC) across the country; (b) the details of total sanctioned strength of doctors
in all the hospitals run by it and the number of existing
vacancies particularly in Odisha; (c) whether the Government is considering raising
the retirement age of doctors in Coal India Hospitals 311 from 60 years to 65 years and bring it at par with the
retirement age of doctors across the country; (d) if so, the details thereof; and (e) if not, the reasons thereof and the time by which a decision in the manner will be taken?",2021-12-08,UNSTARRED
1304,1304,1645,Ongoing Construction Projects,SHRI SUNIL KUMAR SONI & SHRI ARUN SAO & SHRI VIJAY BAGHEL,RAILWAYS,"(a) the details of ongoing major construction projects of Railways at present; State-wise/Zone-wise; (b) the percentage of the railway development work
that got obstructed throughout the country during corona
period; (c) the names of important schemes throughout the
country including in Chhattisgarh postponed by the
Government permanently due to corona crisis and the
names of important schemes which have been
discontinued for a long time; and (d) the names of the works of the Railways that got
affected in the country including Chhattisgarh during
the corona period?",2021-12-08,UNSTARRED
1305,1305,1646,Redevelopment of Railway Colonies,SHRI RAM MOHAN NAIDU KINJARAPU,RAILWAYS,"(a) the railway colonies in Andhra Pradesh that were
reviewed to be considered for redevelopment by RLDA; (b) the details of the railway colonies found feasible
and recommended for redevelopment by RLDA in Andhra
Pradesh; (c) whether the Railway Board has reviewed the
project report submitted by RLDA regarding re-
development of railway colonies; (d) if so, the details of its observations and further action plan on the redevelopment project; and (e) if not, the reasons therefor?",2021-12-08,UNSTARRED
1306,1306,1647,Asset Monetisation,SHRI NITESH GANGA DEB,RAILWAYS,"(a) whether the Government has any proposal for
asset monetisation from railway stations in the country; (b) if so, the details thereof;  
 . (c) whether any proposal has been sent to Public
Private Partnership Approval Committee (PPPAC) for the
same; and (d) if so, the number of stations and the expected revenue generation from such asset monetization?",2021-12-08,UNSTARRED
1307,1307,1648,Stoppage at Panipat,SHRI SANJAY BHATIA,RAILWAYS,"(a) whether there is a dire need to provide stoppage
of the Garib Rath at Panipat in view of its being an
international textile industry and a large number of
labourers engaged here are from Uttar Pradesh and
Bihar; and (b) if so, the steps taken by the Government to have
a stoppage of Garib Rath From Amritsar to Saharsa at
Panipat?",2021-12-08,UNSTARRED
1308,1308,1649,Widening ROBs/RUBs,SHRI RAKESH SINGH,RAILWAYS,"(a) whether the Government is aware that Railways
is widening the old and narrow Railway Under Bridges
(RUB) in the country; and if so, the details thereof; (b) whether the Government is also aware that such
Under Bridges have also been widened which comes
under West Central Rail zone, Jabalpur; and (c) if so, whether the Government has also
contemplate to widen all those underbridges which
causes obstruction in road traffic; and (d) the plan formulated by the Government in this regard?",2021-12-08,UNSTARRED
1309,1309,1650,Shut down of IRSDC,DR  AMOL RAMSING KOLHE & SHRI SUNIL DATTATRAY TATKARE & SHRI MATI SUPRIYA SULE & SHRI KULDEEP RAI SHARMA & DR  DNV SENTHILKUMAR  S & DR  SUBHASH RAMRAO BHAMRE,RAILWAYS,"(a) whether the Indian Railways has ordered to
dissolve the Indian Railways Stations Development
Corporation (IRSDC) ; (b) if so, whether the Indian Railways had earlier
shutdown Indian Railways Organisation for Alternative
Fuel (IROAF); 312 (c) if so, the manner in which the closure of both the
entities will benefit the Indian Railways alongwith the
details thereof; (d) whether the Government has taken adequate
steps to protect the interest of employees of these two
entities and if so, the details thereof; (e) the steps taken by the Indian Railways to rationalize railway bodies; and (f) the other steps taken by the Government for
transforming railway stations in India into world-class
24*7 hubs?",2021-12-08,UNSTARRED
1310,1310,1651,Post Office Passport Seva Kendra,SHRI RAJENDRA DHEDYA GAVIT,COMMUNICATIONS,"(a) whether the Government has implemented scheme
of opening Post Office Passport Seva Kendra in all the
Lok Sabha constituencies of the country; (b) tif so, the details thereof; (c) whether any coordination has been established
between the Ministry of External Affairs and the Ministry
of Communications regarding this scheme including the
details thereof; (d) the number of post offices in the country
including Maharashtra in which passport seva kendras
have been started under the said scheme so far including
the State-wise details thereof; (e) whether guidelines have also been issued to
Maharashtra Postal Circle for starting post office passport
seva kendra in Palghar Parliamentary Constituency of
Maharashtra under this scheme; and (f) if so, the details thereof?",2021-12-08,UNSTARRED
1311,1311,1652,Sampoorna Bima Gram Yojana,SHRI PRATHAP SIMHA & SHRI Y  DEVENDRAPPA & SHRI ANNASAHEB SHANKAR JOLLE & SHRI L S  TEJASVI SURYA & DR  UMESH G  JADHAV & SHRI B Y  RAGHAVENDRA & SHRI  SANGANNA AMARAPPA,COMMUNICATIONS,"(a) the number of villages in the country including
in Karnataka covered under the Sampoorna Bima Gram
Yojana so far; (b) the overall number of villages to be covered and yet to be covered in the country; (c) the number of villages in Karnataka still not
covered under the said scheme and the reasons therefor
along with the reaction of the Government thereto; and (d) the time by which these remaining villages are likely to be covered there under?",2021-12-08,UNSTARRED
1312,1312,1653,ODOP,SHRI BALASHOWRY VALLABHANENI,COMMERCE AND INDUSTRY,"(a) whether the Government is planning to make
every district self-reliant through One-District-One-
Product (ODOP) and to provide employment
opportunities by taking local products at global level; (b) if so, the details thereof; (c) whether the Ministry has identified strengths
and opportunities under ODOP and if so, the steps
taken/being taken by the Government to address those
gaps; and (d) the detail of the efforts being made by the
Government to encourage investment to boost
manufacturing and push exports?",2021-12-08,UNSTARRED
1313,1313,1654,Modernisation of Railway Stations,SHRI SUNIL DATTATRAY TATKARE,RAILWAYS,"(a) the number of railway stations in Maharashtra targeted for modernization; (b) the quantum of funds allocated for modernization
of railway stations particularly in backward and rural
areas of Maharashtra during the last three years and the
current year; (c) the quantum of fund likely to be spent separately on each railway station; and (d) the targets fixed for modernization of those railway stations where works are under progress?",2021-12-08,UNSTARRED
1314,1314,1655,Price  of  Steel,DR  T  SUMATHY (a) THAMIZHACHI THANGAPANDIAN & SHRI D M  KATHIR ANAND,STEEL,"(a) whether the price of steel has increased about
250% in the last five years which has drastically affected
our infrastructure development and if so, the details
thereof and the action taken by the Government in this
regard; (b) whether there is any issue in the supply of iron
ore or raw material for steel plants in India and if so, the
details thereof and the steps taken by the Government
to make steel industry more efficient and be available at
cheap rate; and (c) the details of effective steps taken by the
Government to develop the integrated Steel plant at
Salem, Tamil Nadu? 313",2021-12-08,UNSTARRED
1315,1315,1656,Private Trains,SHRI SAPTAGIRI SANKAR ULAKA,RAILWAYS,"(a) the details of reasons behind the Government‘s
decision to allow the private sector to run 151 trains; (b) the number of additional trains the Government
intends to hand over to the private sector in the next
five years; (c) whether subsidies or assistance is likely to be
provided to Below Poverty Line persons, persons
belonging to Economically Weaker Sections, senior
citizens, defence personnel and Persons with Disabilities
on trains run by the private sector; and (d) if so, the details thereof and if not, the reasons therefor?",2021-12-08,UNSTARRED
1316,1316,1657,Postage Stamp of Mooloor S Padmanabha Panicker,ADV  ADOOR PRAKASH,COMMUNICATIONS,"(a) the present status of the proposal received by
the Government for release of the commemorative
postage stamp of Mooloor S Padmanabha Panicker? (b) whether the Philatelic Advisory Committee met
after March 2021 and whether this proposal had been
considered? (c) if so, the details thereof and the decision taken therein; (d) whether the Government will consider releasing
the commemorative postage stamp of this great scholar
and social reformer without delay and if so, the details
thereof?",2021-12-08,UNSTARRED
1317,1317,1658,Violation of Consumer Rights,SHRI NALIN KUMAR KATEEL & SHRI MATI SUMALATHA AMBAREESH & SHRI D K SURESH,CONSUMER AFFAIRS,"(a) whether the number of cases of violation of consumer rights is increasing in the country; (b) if so, the details for the last three years, year wise and state-wise; (c) the measures taken to create awareness among consumers to protect their interests; and (d) the steps taken against violators of the consumers rights?",2021-12-08,UNSTARRED
